,Unnamed: 7,Unnamed: 1
7383,Gemeindeverwaltungsverband Steinlach-Wiesaz,Baden-Württemberg
7384,Dußlingen,Baden-Württemberg
7385,Dußlingen,Baden-Württemberg
7386,Gomaringen,Baden-Württemberg
7387,Nehren,Baden-Württemberg
7388,Nehren,Baden-Württemberg
7389,Verwaltungsgemeinschaft der Stadt Mössingen,Baden-Württemberg
7390,Bodelshausen,Baden-Württemberg
7391,Bodelshausen,Baden-Württemberg
7392,Mössingen,Baden-Württemberg
7393,Ofterdingen,Baden-Württemberg
7394,Ofterdingen,Baden-Württemberg
7395,Verwaltungsgemeinschaft der Stadt Rottenburg am Neckar,Baden-Württemberg
7396,Hirrlingen,Baden-Württemberg
7397,Hirrlingen,Baden-Württemberg
7398,Rottenburg am Neckar,Baden-Württemberg
7399,Neustetten,Baden-Württemberg
7400,Neustetten,Baden-Württemberg
7401,Starzach,Baden-Württemberg
7402,Starzach,Baden-Württemberg
7403,Zollernalbkreis,Baden-Württemberg
7404,Burladingen,Baden-Württemberg
7405,Haigerloch,Baden-Württemberg
7406,Rosenfeld,Baden-Württemberg
7407,Verwaltungsgemeinschaft der Stadt Albstadt,Baden-Württemberg
7408,Bitz,Baden-Württemberg
7409,Bitz,Baden-Württemberg
7410,Albstadt,Baden-Württemberg
7411,Verwaltungsgemeinschaft der Stadt Balingen,Baden-Württemberg
7412,Balingen,Baden-Württemberg
7413,Geislingen,Baden-Württemberg
7414,Geislingen,Baden-Württemberg
7415,Verwaltungsgemeinschaft der Gemeinde Bisingen,Baden-Württemberg
7416,Bisingen,Baden-Württemberg
7417,Grosselfingen,Baden-Württemberg
7418,Grosselfingen,Baden-Württemberg
7419,Verwaltungsgemeinschaft der Stadt Hechingen,Baden-Württemberg
7420,Hechingen,Baden-Württemberg
7421,Jungingen,Baden-Württemberg
7422,Jungingen,Baden-Württemberg
7423,Rangendingen,Baden-Württemberg
7424,Rangendingen,Baden-Württemberg
7425,Verwaltungsgemeinschaft der Stadt Meßstetten,Baden-Württemberg
7426,Meßstetten,Baden-Württemberg
7427,Nusplingen,Baden-Württemberg
7428,Nusplingen,Baden-Württemberg
7429,Obernheim,Baden-Württemberg
7430,Obernheim,Baden-Württemberg
7431,Gemeindeverwaltungsverband Oberes Schlichemtal,Baden-Württemberg
7432,Dautmergen,Baden-Württemberg
7433,Dautmergen,Baden-Württemberg
7434,Dormettingen,Baden-Württemberg
7435,Dormettingen,Baden-Württemberg
7436,Dotternhausen,Baden-Württemberg
7437,Dotternhausen,Baden-Württemberg
7438,Hausen am Tann,Baden-Württemberg
7439,Hausen am Tann,Baden-Württemberg
7440,Ratshausen,Baden-Württemberg
7441,Ratshausen,Baden-Württemberg
7442,Schömberg,Baden-Württemberg
7443,Schömberg,Baden-Württemberg
7444,Weilen unter den Rinnen,Baden-Württemberg
7445,Weilen unter den Rinnen,Baden-Württemberg
7446,Zimmern unter der Burg,Baden-Württemberg
7447,Zimmern unter der Burg,Baden-Württemberg
7448,Verwaltungsgemeinschaft der Gemeinde Winterlingen,Baden-Württemberg
7449,Straßberg,Baden-Württemberg
7450,Straßberg,Baden-Württemberg
7451,Winterlingen,Baden-Württemberg
7452,Region Donau-Iller,Baden-Württemberg
7453,Ulm,Baden-Württemberg
7454,Ulm,Baden-Württemberg
7455,Alb-Donau-Kreis,Baden-Württemberg
7456,Erbach,Baden-Württemberg
7457,Schelklingen,Baden-Württemberg
7458,Blaustein,Baden-Württemberg
7459,Verwaltungsgemeinschaft der Gemeinde Allmendingen,Baden-Württemberg
7460,Allmendingen,Baden-Württemberg
7461,Altheim,Baden-Württemberg
7462,Altheim,Baden-Württemberg
7463,Verwaltungsgemeinschaft der Stadt Blaubeuren,Baden-Württemberg
7464,Berghülen,Baden-Württemberg
7465,Berghülen,Baden-Württemberg
7466,Blaubeuren,Baden-Württemberg
7467,Gemeindeverwaltungsverband Dietenheim,Baden-Württemberg
7468,Dietenheim,Baden-Württemberg
7469,Illerrieden,Baden-Württemberg
7470,Illerrieden,Baden-Württemberg
7471,Balzheim,Baden-Württemberg
7472,Balzheim,Baden-Württemberg
7473,Verwaltungsgemeinschaft der Gemeinde Dornstadt,Baden-Württemberg
7474,Beimerstetten,Baden-Württemberg
7475,Beimerstetten,Baden-Württemberg
7476,Dornstadt,Baden-Württemberg
7477,Westerstetten,Baden-Württemberg
7478,Westerstetten,Baden-Württemberg
7479,Verwaltungsgemeinschaft der Stadt Ehingen (Donau),Baden-Württemberg
7480,Ehingen (Donau),Baden-Württemberg
7481,Griesingen,Baden-Württemberg
7482,Griesingen,Baden-Württemberg
7483,Oberdischingen,Baden-Württemberg
7484,Oberdischingen,Baden-Württemberg
7485,Öpfingen,Baden-Württemberg
7486,Öpfingen,Baden-Württemberg
7487,Gemeindeverwaltungsverband Kirchberg-Weihungstal,Baden-Württemberg
7488,Hüttisheim,Baden-Württemberg
7489,Hüttisheim,Baden-Württemberg
7490,Schnürpflingen,Baden-Württemberg
7491,Schnürpflingen,Baden-Württemberg
7492,Illerkirchberg,Baden-Württemberg
7493,Illerkirchberg,Baden-Württemberg
7494,Staig,Baden-Württemberg
7495,Staig,Baden-Württemberg
7496,Gemeindeverwaltungsverband Laichinger Alb,Baden-Württemberg
7497,Laichingen,Baden-Württemberg
7498,Laichingen,Baden-Württemberg
7499,Merklingen,Baden-Württemberg
7500,Merklingen,Baden-Württemberg
7501,Nellingen,Baden-Württemberg
7502,Nellingen,Baden-Württemberg
7503,Westerheim,Baden-Württemberg
7504,Westerheim,Baden-Württemberg
7505,Heroldstatt,Baden-Württemberg
7506,Heroldstatt,Baden-Württemberg
7507,Gemeindeverwaltungsverband Langenau,Baden-Württemberg
7508,Altheim (Alb),Baden-Württemberg
7509,Altheim (Alb),Baden-Württemberg
7510,Asselfingen,Baden-Württemberg
7511,Asselfingen,Baden-Württemberg
7512,Ballendorf,Baden-Württemberg
7513,Ballendorf,Baden-Württemberg
7514,Bernstadt,Baden-Württemberg
7515,Bernstadt,Baden-Württemberg
7516,Börslingen,Baden-Württemberg
7517,Börslingen,Baden-Württemberg
7518,Breitingen,Baden-Württemberg
7519,Breitingen,Baden-Württemberg
7520,Holzkirch,Baden-Württemberg
7521,Holzkirch,Baden-Württemberg
7522,Langenau,Baden-Württemberg
7523,Langenau,Baden-Württemberg
7524,Neenstetten,Baden-Württemberg
7525,Neenstetten,Baden-Württemberg
7526,Nerenstetten,Baden-Württemberg
7527,Nerenstetten,Baden-Württemberg
7528,Öllingen,Baden-Württemberg
7529,Öllingen,Baden-Württemberg
7530,Rammingen,Baden-Württemberg
7531,Rammingen,Baden-Württemberg
7532,Setzingen,Baden-Württemberg
7533,Setzingen,Baden-Württemberg
7534,Weidenstetten,Baden-Württemberg
7535,Weidenstetten,Baden-Württemberg
7536,Gemeindeverwaltungsverband Lonsee-Amstetten,Baden-Württemberg
7537,Amstetten,Baden-Württemberg
7538,Amstetten,Baden-Württemberg
7539,Lonsee,Baden-Württemberg
7540,Lonsee,Baden-Württemberg
7541,Gemeindeverwaltungsverband Verwaltungsgemeinschaft Munderkingen,Baden-Württemberg
7542,Emeringen,Baden-Württemberg
7543,Emeringen,Baden-Württemberg
7544,Emerkingen,Baden-Württemberg
7545,Emerkingen,Baden-Württemberg
7546,Grundsheim,Baden-Württemberg
7547,Grundsheim,Baden-Württemberg
7548,Hausen am Bussen,Baden-Württemberg
7549,Hausen am Bussen,Baden-Württemberg
7550,Lauterach,Baden-Württemberg
7551,Lauterach,Baden-Württemberg
7552,Munderkingen,Baden-Württemberg
7553,Munderkingen,Baden-Württemberg
7554,Obermarchtal,Baden-Württemberg
7555,Obermarchtal,Baden-Württemberg
7556,Oberstadion,Baden-Württemberg
7557,Oberstadion,Baden-Württemberg
7558,Rechtenstein,Baden-Württemberg
7559,Rechtenstein,Baden-Württemberg
7560,Rottenacker,Baden-Württemberg
7561,Rottenacker,Baden-Württemberg
7562,Untermarchtal,Baden-Württemberg
7563,Untermarchtal,Baden-Württemberg
7564,Unterstadion,Baden-Württemberg
7565,Unterstadion,Baden-Württemberg
7566,Unterwachingen,Baden-Württemberg
7567,Unterwachingen,Baden-Württemberg
7568,Biberach,Baden-Württemberg
7569,Schemmerhofen,Baden-Württemberg
7570,Gemeindeverwaltungsverband Bad Buchau,Baden-Württemberg
7571,Alleshausen,Baden-Württemberg
7572,Alleshausen,Baden-Württemberg
7573,Allmannsweiler,Baden-Württemberg
7574,Allmannsweiler,Baden-Württemberg
7575,Bad Buchau,Baden-Württemberg
7576,Betzenweiler,Baden-Württemberg
7577,Betzenweiler,Baden-Württemberg
7578,Dürnau,Baden-Württemberg
7579,Dürnau,Baden-Württemberg
7580,Kanzach,Baden-Württemberg
7581,Kanzach,Baden-Württemberg
7582,Moosburg,Baden-Württemberg
7583,Moosburg,Baden-Württemberg
7584,Oggelshausen,Baden-Württemberg
7585,Oggelshausen,Baden-Württemberg
7586,Seekirch,Baden-Württemberg
7587,Seekirch,Baden-Württemberg
7588,Tiefenbach,Baden-Württemberg
7589,Tiefenbach,Baden-Württemberg
7590,Verwaltungsgemeinschaft der Stadt Bad Schussenried,Baden-Württemberg
7591,Bad Schussenried,Baden-Württemberg
7592,Ingoldingen,Baden-Württemberg
7593,Ingoldingen,Baden-Württemberg
7594,Verwaltungsgemeinschaft der Stadt Biberach an der Riß,Baden-Württemberg
7595,Attenweiler,Baden-Württemberg
7596,Attenweiler,Baden-Württemberg
7597,Biberach an der Riß,Baden-Württemberg
7598,Biberach an der Riß,Baden-Württemberg
7599,Eberhardzell,Baden-Württemberg
7600,Eberhardzell,Baden-Württemberg
7601,Hochdorf,Baden-Württemberg
7602,Hochdorf,Baden-Württemberg
7603,Maselheim,Baden-Württemberg
7604,Maselheim,Baden-Württemberg
7605,Mittelbiberach,Baden-Württemberg
7606,Mittelbiberach,Baden-Württemberg
7607,Ummendorf,Baden-Württemberg
7608,Ummendorf,Baden-Württemberg
7609,Warthausen,Baden-Württemberg
7610,Warthausen,Baden-Württemberg
7611,Gemeindeverwaltungsverband Illertal,Baden-Württemberg
7612,Berkheim,Baden-Württemberg
7613,Berkheim,Baden-Württemberg
7614,Dettingen an der Iller,Baden-Württemberg
7615,Dettingen an der Iller,Baden-Württemberg
7616,Erolzheim,Baden-Württemberg
7617,Erolzheim,Baden-Württemberg
7618,Kirchberg an der Iller,Baden-Württemberg
7619,Kirchberg an der Iller,Baden-Württemberg
7620,Kirchdorf an der Iller,Baden-Württemberg
7621,Kirchdorf an der Iller,Baden-Württemberg
7622,Verwaltungsgemeinschaft der Stadt Laupheim,Baden-Württemberg
7623,Achstetten,Baden-Württemberg
7624,Achstetten,Baden-Württemberg
7625,Burgrieden,Baden-Württemberg
7626,Burgrieden,Baden-Württemberg
7627,Laupheim,Baden-Württemberg
7628,Mietingen,Baden-Württemberg
7629,Mietingen,Baden-Württemberg
7630,Verwaltungsgemeinschaft der Stadt Ochsenhausen,Baden-Württemberg
7631,Erlenmoos,Baden-Württemberg
7632,Erlenmoos,Baden-Württemberg
7633,Ochsenhausen,Baden-Württemberg
7634,Steinhausen an der Rottum,Baden-Württemberg
7635,Steinhausen an der Rottum,Baden-Württemberg
7636,Gutenzell-Hürbel,Baden-Württemberg
7637,Gutenzell-Hürbel,Baden-Württemberg
7638,Verwaltungsgemeinschaft der Stadt Riedlingen,Baden-Württemberg
7639,Altheim,Baden-Württemberg
7640,Altheim,Baden-Württemberg
7641,Dürmentingen,Baden-Württemberg
7642,Dürmentingen,Baden-Württemberg
7643,Ertingen,Baden-Württemberg
7644,Ertingen,Baden-Württemberg
7645,Langenenslingen,Baden-Württemberg
7646,Langenenslingen,Baden-Württemberg
7647,Riedlingen,Baden-Württemberg
7648,Unlingen,Baden-Württemberg
7649,Unlingen,Baden-Württemberg
7650,Uttenweiler,Baden-Württemberg
7651,Uttenweiler,Baden-Württemberg
7652,Gemeindeverwaltungsverband Rot-Tannheim,Baden-Württemberg
7653,Rot an der Rot,Baden-Württemberg
7654,Rot an der Rot,Baden-Württemberg
7655,Tannheim,Baden-Württemberg
7656,Tannheim,Baden-Württemberg
7657,Verwaltungsgemeinschaft der Gemeinde Schwendi,Baden-Württemberg
7658,Schwendi,Baden-Württemberg
7659,Wain,Baden-Württemberg
7660,Wain,Baden-Württemberg
7661,Region Bodensee-Oberschwaben,Baden-Württemberg
7662,Bodenseekreis,Baden-Württemberg
7663,Meckenbeuren,Baden-Württemberg
7664,Gemeindeverwaltungsverband Eriskirch-Kressbronn am Bodensee-Langenargen,Baden-Württemberg
7665,Eriskirch,Baden-Württemberg
7666,Eriskirch,Baden-Württemberg
7667,Kressbronn am Bodensee,Baden-Württemberg
7668,Langenargen,Baden-Württemberg
7669,Langenargen,Baden-Württemberg
7670,Verwaltungsgemeinschaft der Stadt Friedrichshafen,Baden-Württemberg
7671,Friedrichshafen,Baden-Württemberg
7672,Immenstaad am Bodensee,Baden-Württemberg
7673,Immenstaad am Bodensee,Baden-Württemberg
7674,Gemeindeverwaltungsverband Markdorf,Baden-Württemberg
7675,Bermatingen,Baden-Württemberg
7676,Bermatingen,Baden-Württemberg
7677,Markdorf,Baden-Württemberg
7678,Markdorf,Baden-Württemberg
7679,Oberteuringen,Baden-Württemberg
7680,Oberteuringen,Baden-Württemberg
7681,Deggenhausertal,Baden-Württemberg
7682,Deggenhausertal,Baden-Württemberg
7683,Gemeindeverwaltungsverband Meersburg,Baden-Württemberg
7684,Daisendorf,Baden-Württemberg
7685,Daisendorf,Baden-Württemberg
7686,Hagnau am Bodensee,Baden-Württemberg
7687,Hagnau am Bodensee,Baden-Württemberg
7688,Meersburg,Baden-Württemberg
7689,Meersburg,Baden-Württemberg
7690,Stetten,Baden-Württemberg
7691,Stetten,Baden-Württemberg
7692,Uhldingen-Mühlhofen,Baden-Württemberg
7693,Uhldingen-Mühlhofen,Baden-Württemberg
7694,Gemeindeverwaltungsverband Salem,Baden-Württemberg
7695,Frickingen,Baden-Württemberg
7696,Frickingen,Baden-Württemberg
7697,Heiligenberg,Baden-Württemberg
7698,Heiligenberg,Baden-Württemberg
7699,Salem,Baden-Württemberg
7700,Salem,Baden-Württemberg
7701,Verwaltungsgemeinschaft der Stadt Tettnang,Baden-Württemberg
7702,Neukirch,Baden-Württemberg
7703,Neukirch,Baden-Württemberg
7704,Tettnang,Baden-Württemberg
7705,Verwaltungsgemeinschaft der Stadt Überlingen,Baden-Württemberg
7706,Owingen,Baden-Württemberg
7707,Owingen,Baden-Württemberg
7708,Sipplingen,Baden-Württemberg
7709,Sipplingen,Baden-Württemberg
7710,Überlingen,Baden-Württemberg
7711,Überlingen,Baden-Württemberg
7712,Ravensburg,Baden-Württemberg
7713,Aulendorf,Baden-Württemberg
7714,Bad Wurzach,Baden-Württemberg
7715,Isny im Allgäu,Baden-Württemberg
7716,Kißlegg,Baden-Württemberg
7717,Argenbühl,Baden-Württemberg
7718,Gemeindeverwaltungsverband Altshausen,Baden-Württemberg
7719,Altshausen,Baden-Württemberg
7720,Altshausen,Baden-Württemberg
7721,Boms,Baden-Württemberg
7722,Boms,Baden-Württemberg
7723,Ebenweiler,Baden-Württemberg
7724,Ebenweiler,Baden-Württemberg
7725,Eichstegen,Baden-Württemberg
7726,Eichstegen,Baden-Württemberg
7727,Fleischwangen,Baden-Württemberg
7728,Fleischwangen,Baden-Württemberg
7729,Guggenhausen,Baden-Württemberg
7730,Guggenhausen,Baden-Württemberg
7731,Hoßkirch,Baden-Württemberg
7732,Hoßkirch,Baden-Württemberg
7733,Königseggwald,Baden-Württemberg
7734,Königseggwald,Baden-Württemberg
7735,Riedhausen,Baden-Württemberg
7736,Riedhausen,Baden-Württemberg
7737,Unterwaldhausen,Baden-Württemberg
7738,Unterwaldhausen,Baden-Württemberg
7739,Ebersbach-Musbach,Baden-Württemberg
7740,Ebersbach-Musbach,Baden-Württemberg
7741,Verwaltungsgemeinschaft der Stadt Bad Waldsee,Baden-Württemberg
7742,Bad Waldsee,Baden-Württemberg
7743,Bergatreute,Baden-Württemberg
7744,Bergatreute,Baden-Württemberg
7745,Gemeindeverwaltungsverband Gullen,Baden-Württemberg
7746,Bodnegg,Baden-Württemberg
7747,Bodnegg,Baden-Württemberg
7748,Grünkraut,Baden-Württemberg
7749,Grünkraut,Baden-Württemberg
7750,Schlier,Baden-Württemberg
7751,Schlier,Baden-Württemberg
7752,Waldburg,Baden-Württemberg
7753,Waldburg,Baden-Württemberg
7754,Verwaltungsgemeinschaft der Stadt Leutkirch im Allgäu,Baden-Württemberg
7755,Aichstetten,Baden-Württemberg
7756,Aichstetten,Baden-Württemberg
7757,Aitrach,Baden-Württemberg
7758,Aitrach,Baden-Württemberg
7759,Leutkirch im Allgäu,Baden-Württemberg
7760,Gemeindeverwaltungsverband Mittleres Schussental,Baden-Württemberg
7761,Baienfurt,Baden-Württemberg
7762,Baienfurt,Baden-Württemberg
7763,Baindt,Baden-Württemberg
7764,Baindt,Baden-Württemberg
7765,Berg,Baden-Württemberg
7766,Berg,Baden-Württemberg
7767,Ravensburg,Baden-Württemberg
7768,Ravensburg,Baden-Württemberg
7769,Weingarten,Baden-Württemberg
7770,Weingarten,Baden-Württemberg
7771,Verwaltungsgemeinschaft der Gemeinde Vogt,Baden-Württemberg
7772,Vogt,Baden-Württemberg
7773,Wolfegg,Baden-Württemberg
7774,Wolfegg,Baden-Württemberg
7775,Verwaltungsgemeinschaft der Stadt Wangen im Allgäu,Baden-Württemberg
7776,Achberg,Baden-Württemberg
7777,Achberg,Baden-Württemberg
7778,Amtzell,Baden-Württemberg
7779,Amtzell,Baden-Württemberg
7780,Wangen im Allgäu,Baden-Württemberg
7781,Verwaltungsgemeinschaft der Gemeinde Wilhelmsdorf,Baden-Württemberg
7782,Wilhelmsdorf,Baden-Württemberg
7783,Horgenzell,Baden-Württemberg
7784,Horgenzell,Baden-Württemberg
7785,Gemeindeverwaltungsverband Fronreute-Wolpertswende,Baden-Württemberg
7786,Wolpertswende,Baden-Württemberg
7787,Fronreute,Baden-Württemberg
7788,Fronreute,Baden-Württemberg
7789,Sigmaringen,Baden-Württemberg
7790,Ostrach,Baden-Württemberg
7791,Gemeindeverwaltungsverband Gammertingen,Baden-Württemberg
7792,Gammertingen,Baden-Württemberg
7793,Hettingen,Baden-Württemberg
7794,Hettingen,Baden-Württemberg
7795,Neufra,Baden-Württemberg
7796,Neufra,Baden-Württemberg
7797,Veringenstadt,Baden-Württemberg
7798,Veringenstadt,Baden-Württemberg
7799,Gemeindeverwaltungsverband Mengen,Baden-Württemberg
7800,Hohentengen,Baden-Württemberg
7801,Hohentengen,Baden-Württemberg
7802,Mengen,Baden-Württemberg
7803,Scheer,Baden-Württemberg
7804,Scheer,Baden-Württemberg
7805,Verwaltungsgemeinschaft der Stadt Meßkirch,Baden-Württemberg
7806,Leibertingen,Baden-Württemberg
7807,Leibertingen,Baden-Württemberg
7808,Meßkirch,Baden-Württemberg
7809,Sauldorf,Baden-Württemberg
7810,Sauldorf,Baden-Württemberg
7811,Verwaltungsgemeinschaft der Stadt Pfullendorf,Baden-Württemberg
7812,Illmensee,Baden-Württemberg
7813,Illmensee,Baden-Württemberg
7814,Pfullendorf,Baden-Württemberg
7815,Wald,Baden-Württemberg
7816,Wald,Baden-Württemberg
7817,Herdwangen-Schönach,Baden-Württemberg
7818,Herdwangen-Schönach,Baden-Württemberg
7819,Verwaltungsgemeinschaft der Stadt Bad Saulgau,Baden-Württemberg
7820,Herbertingen,Baden-Württemberg
7821,Herbertingen,Baden-Württemberg
7822,Bad Saulgau,Baden-Württemberg
7823,Gemeindeverwaltungsverband Sigmaringen,Baden-Württemberg
7824,Beuron,Baden-Württemberg
7825,Beuron,Baden-Württemberg
7826,Bingen,Baden-Württemberg
7827,Bingen,Baden-Württemberg
7828,Inzigkofen,Baden-Württemberg
7829,Inzigkofen,Baden-Württemberg
7830,Krauchenwies,Baden-Württemberg
7831,Krauchenwies,Baden-Württemberg
7832,Sigmaringen,Baden-Württemberg
7833,Sigmaringendorf,Baden-Württemberg
7834,Sigmaringendorf,Baden-Württemberg
7835,Verwaltungsgemeinschaft der Gemeinde Stetten am kalten Markt,Baden-Württemberg
7836,Schwenningen,Baden-Württemberg
7837,Schwenningen,Baden-Württemberg
7838,Stetten am kalten Markt,Baden-Württemberg
7839,Stetten am kalten Markt,Baden-Württemberg
7840,Bayern,Bayern
7841,Oberbayern,Bayern
7842,Ingolstadt,Bayern
7843,Ingolstadt,Bayern
7844,München,Bayern
7845,München,Bayern
7846,Rosenheim,Bayern
7847,Rosenheim,Bayern
7848,Altötting,Bayern
7849,Altötting,Bayern
7850,Burghausen,Bayern
7851,Burgkirchen a.d.Alz,Bayern
7852,Garching a.d.Alz,Bayern
7853,Haiming,Bayern
7854,Neuötting,Bayern
7855,Pleiskirchen,Bayern
7856,Teising,Bayern
7857,Töging a.Inn,Bayern
7858,Tüßling,Bayern
7859,Winhöring,Bayern
7860,Verwaltungsgemeinschaft Emmerting,Bayern
7861,Emmerting,Bayern
7862,Mehring,Bayern
7863,Mehring,Bayern
7864,Verwaltungsgemeinschaft Kirchweidach,Bayern
7865,Feichten a.d.Alz,Bayern
7866,Halsbach,Bayern
7867,Kirchweidach,Bayern
7868,Tyrlaching,Bayern
7869,Verwaltungsgemeinschaft Marktl,Bayern
7870,Marktl,Bayern
7871,Stammham,Bayern
7872,Stammham,Bayern
7873,Verwaltungsgemeinschaft Reischach,Bayern
7874,Erlbach,Bayern
7875,Perach,Bayern
7876,Reischach,Bayern
7877,Verwaltungsgemeinschaft Unterneukirchen,Bayern
7878,Kastl,Bayern
7879,Unterneukirchen,Bayern
7880,Berchtesgadener Land,Bayern
7881,Ainring,Bayern
7882,Anger,Bayern
7883,Bad Reichenhall,Bayern
7884,Bayerisch Gmain,Bayern
7885,Berchtesgaden,Bayern
7886,Bischofswiesen,Bayern
7887,Freilassing,Bayern
7888,Laufen,Bayern
7889,Marktschellenberg,Bayern
7890,Piding,Bayern
7891,Ramsau b.Berchtesgaden,Bayern
7892,Saaldorf-Surheim,Bayern
7893,Schneizlreuth,Bayern
7894,Schönau a.Königssee,Bayern
7895,Teisendorf,Bayern
7896,Bad Tölz-Wolfratshausen,Bayern
7897,Bad Heilbrunn,Bayern
7898,Bad Tölz,Bayern
7899,Dietramszell,Bayern
7900,Egling,Bayern
7901,Eurasburg,Bayern
7902,Gaißach,Bayern
7903,Geretsried,Bayern
7904,Icking,Bayern
7905,Jachenau,Bayern
7906,Königsdorf,Bayern
7907,Lenggries,Bayern
7908,Münsing,Bayern
7909,Wackersberg,Bayern
7910,Wolfratshausen,Bayern
7911,Verwaltungsgemeinschaft Benediktbeuern,Bayern
7912,Benediktbeuern,Bayern
7913,Bichl,Bayern
7914,Verwaltungsgemeinschaft Kochel a.See,Bayern
7915,Kochel a.See,Bayern
7916,Schlehdorf,Bayern
7917,Verwaltungsgemeinschaft Reichersbeuern,Bayern
7918,Greiling,Bayern
7919,Reichersbeuern,Bayern
7920,Sachsenkam,Bayern
7921,Dachau,Bayern
7922,Altomünster,Bayern
7923,Bergkirchen,Bayern
7924,Dachau,Bayern
7925,Erdweg,Bayern
7926,Haimhausen,Bayern
7927,Hebertshausen,Bayern
7928,Karlsfeld,Bayern
7929,Markt Indersdorf,Bayern
7930,Odelzhausen,Bayern
7931,Petershausen,Bayern
7932,Pfaffenhofen a.d.Glonn,Bayern
7933,Röhrmoos,Bayern
7934,Schwabhausen,Bayern
7935,Sulzemoos,Bayern
7936,Hilgertshausen-Tandern,Bayern
7937,Vierkirchen,Bayern
7938,Weichs,Bayern
7939,Ebersberg,Bayern
7940,Anzing,Bayern
7941,Ebersberg,Bayern
7942,Forstinning,Bayern
7943,Grafing b.München,Bayern
7944,Hohenlinden,Bayern
7945,Kirchseeon,Bayern
7946,Markt Schwaben,Bayern
7947,Vaterstetten,Bayern
7948,Pliening,Bayern
7949,Poing,Bayern
7950,Steinhöring,Bayern
7951,Zorneding,Bayern
7952,Verwaltungsgemeinschaft Aßling,Bayern
7953,Aßling,Bayern
7954,Aßling,Bayern
7955,Frauenneuharting,Bayern
7956,Frauenneuharting,Bayern
7957,Emmering,Bayern
7958,Verwaltungsgemeinschaft Glonn,Bayern
7959,Baiern,Bayern
7960,Bruck,Bayern
7961,Egmating,Bayern
7962,Glonn,Bayern
7963,Moosach,Bayern
7964,Oberpframmern,Bayern
7965,Eichstätt,Bayern
7966,Altmannstein,Bayern
7967,Beilngries,Bayern
7968,Buxheim,Bayern
7969,Denkendorf,Bayern
7970,Dollnstein,Bayern
7971,Eichstätt,Bayern
7972,Gaimersheim,Bayern
7973,Großmehring,Bayern
7974,Hepberg,Bayern
7975,Hitzhofen,Bayern
7976,Kinding,Bayern
7977,Kipfenberg,Bayern
7978,Kösching,Bayern
7979,Lenting,Bayern
7980,Mörnsheim,Bayern
7981,Stammham,Bayern
7982,Titting,Bayern
7983,Wellheim,Bayern
7984,Wettstetten,Bayern
7985,Verwaltungsgemeinschaft Eichstätt,Bayern
7986,Pollenfeld,Bayern
7987,Schernfeld,Bayern
7988,Walting,Bayern
7989,Verwaltungsgemeinschaft Eitensheim,Bayern
7990,Böhmfeld,Bayern
7991,Böhmfeld,Bayern
7992,Eitensheim,Bayern
7993,Verwaltungsgemeinschaft Nassenfels,Bayern
7994,Adelschlag,Bayern
7995,Egweil,Bayern
7996,Nassenfels,Bayern
7997,Verwaltungsgemeinschaft Pförring,Bayern
7998,Mindelstetten,Bayern
7999,Mindelstetten,Bayern
8000,Oberdolling,Bayern
8001,Oberdolling,Bayern
8002,Pförring,Bayern
8003,Erding,Bayern
8004,Bockhorn,Bayern
8005,Dorfen,Bayern
8006,Erding,Bayern
8007,Finsing,Bayern
8008,Forstern,Bayern
8009,Fraunberg,Bayern
8010,Isen,Bayern
8011,Lengdorf,Bayern
8012,Moosinning,Bayern
8013,Sankt Wolfgang,Bayern
8014,Taufkirchen (Vils),Bayern
8015,Verwaltungsgemeinschaft Pastetten,Bayern
8016,Buch a.Buchrain,Bayern
8017,Pastetten,Bayern
8018,Verwaltungsgemeinschaft Hörlkofen,Bayern
8019,Walpertskirchen,Bayern
8020,Wörth,Bayern
8021,Verwaltungsgemeinschaft Oberding,Bayern
8022,Eitting,Bayern
8023,Oberding,Bayern
8024,Verwaltungsgemeinschaft Oberneuching,Bayern
8025,Neuching,Bayern
8026,Ottenhofen,Bayern
8027,Verwaltungsgemeinschaft Steinkirchen,Bayern
8028,Hohenpolding,Bayern
8029,Inning a.Holz,Bayern
8030,Kirchberg,Bayern
8031,Steinkirchen,Bayern
8032,Verwaltungsgemeinschaft Wartenberg,Bayern
8033,Berglern,Bayern
8034,Langenpreising,Bayern
8035,Wartenberg,Bayern
8036,Freising,Bayern
8037,Au i.d.Hallertau,Bayern
8038,Eching,Bayern
8039,Rudelzhausen,Bayern
8040,Fahrenzhausen,Bayern
8041,Freising,Bayern
8042,Hallbergmoos,Bayern
8043,Hohenkammer,Bayern
8044,Kirchdorf a.d.Amper,Bayern
8045,Kranzberg,Bayern
8046,Langenbach,Bayern
8047,Marzling,Bayern
8048,Moosburg a.d.Isar,Bayern
8049,Nandlstadt,Bayern
8050,Neufahrn b.Freising,Bayern
8051,Verwaltungsgemeinschaft Allershausen,Bayern
8052,Allershausen,Bayern
8053,Paunzhausen,Bayern
8054,Verwaltungsgemeinschaft Mauern,Bayern
8055,Gammelsdorf,Bayern
8056,Hörgertshausen,Bayern
8057,Mauern,Bayern
8058,Wang,Bayern
8059,Verwaltungsgemeinschaft Zolling,Bayern
8060,Attenkirchen,Bayern
8061,Haag a.d.Amper,Bayern
8062,Wolfersdorf,Bayern
8063,Zolling,Bayern
8064,Fürstenfeldbruck,Bayern
